text,service,food,anecdotes/miscellaneous,price,ambience
highly recommended,0,0,1,0,0
this is the best thing in soho,0,0,1,0,0
went here last night and had a pleasant experience,0,0,1,0,0
we parked on the block of ninas the place looked nice with people obviously enjoying their pizzas,0,1,1,0,0
i came here with my boyfriend for our anniversary because it was highly recommended to him by a friend,0,0,1,0,0
for 760 for 2 people its a once in a lifetime experience,0,0,0,1,0
the food is ok but not any better than what you get at a good neighborhood restaurant,0,1,0,0,0
we had the potstickers which were great and a tempura dish that was great,0,1,0,0,0
i think the stuff was better than disney,1,0,0,0,0
after reading the good reviews of this restaurant i decided to give it a try with two friends,0,0,1,0,0
while the 20 entree range is not overly expensive in new york city there is definitely better food in that range and so sapphire despite its lovely atmosphere will most likely not be a restaurant to which i will return,0,1,1,1,1
orsay is without a doubt one of the best values for authentic french food in nyc,0,1,0,0,0
i had been searching really hard for a restaurant in new york where i could really feel unwanted and ignored and i finally found it,1,0,0,0,0
its definately not a place to go if you want to impress someone,0,0,1,0,0
well their deliveries take for ever and the food is usually cold,1,1,0,0,0
the staff is no nonsense,1,0,0,0,0
chinese desserts are known for healthful benefits in addition to the sweetness,0,1,0,0,0
wonderful at holiday time,0,0,1,0,0
and really large portions,0,1,0,0,0
the place is a lot of fun,0,0,1,0,0
this is a great thai restaurant with a very friendly staff,1,0,1,0,0
have eaten at ginger house several times and its always good,0,0,1,0,0
i ordered the smoked salmon and roe appetizer and it was off flavor,0,1,0,0,0
we went here for lunch a couple of weeks ago on a saturday and i was thoroughly impressed with the food,0,1,0,0,0
i recommend the garlic shrimp okra bindi and anything with lamb,0,1,0,0,0
as a japanese native ive lived in the tristate area for over 8 years but i was just so amazed at this place,0,0,1,0,0
to give you an idea of how good we thought it was we ended up going to pings three weekends in a row,0,0,1,0,0
as we were leaving the couple standing by the door said to another waiter were not in a hurry,0,0,1,0,0
the menu was impressive with selections ranging from a burger to steak to escargot,0,1,0,0,0
in fact two people could really share one plate,0,1,0,0,0
the food is great and authentic,0,1,0,0,0
this was a repeat visit and well definitely be back again,0,0,1,0,0
during happy hour,0,0,1,0,0
good for casual dinner with jeans and sneakers,0,0,1,0,0
love yuka,0,0,1,0,0
anyway the food is good the price is right and they have a decent wine list,0,1,0,1,0
go go hurry before everyone finds out about it,0,0,1,0,0
prices are higher to dine in and their chicken tikka marsala is quite good,0,1,0,1,0
i am bringing my whole family back next time,0,0,1,0,0
this place has many different styles of pizza and they are all amazing,0,1,0,0,0
the photos of the restaurant in its web site are way better than the real look,0,0,0,0,1
the food was lousy  too sweet or too salty and the portions tiny,0,1,0,0,0
but the coconut rice was good,0,1,0,0,0
it took them 25 minutes to bring our appetizer,1,0,0,0,0
a guaranteeed delight,0,0,1,0,0
i have been coming to this neighborhood spot for years,0,0,1,0,0
overall i would recommend it and go back again,0,0,1,0,0
the food was great,0,1,0,0,0
pair you food with the excellent beers on tap or their well priced wine list,0,1,0,1,0
if you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then youll love it here,0,0,0,1,1
all of my coworkers stated that the food was amazing and wondered why they hadnt heard about this place,0,1,0,0,0
anyway this is the last time i cross the williamsburg,0,0,1,0,0
metrazur has a beautiful spot overlooking the main terminal,0,0,0,0,1
friendly staff that actually lets you enjoy your meal and the company youre with,1,0,0,0,0
when im feeling stressed by the noise and congestion around my office i head for cafe st barts,0,0,1,0,0
guess the 555soul ads didnt launch her big modeling career,0,0,1,0,0
the restaurant is rather small but we were lucky to get a table quickly,1,0,0,0,1
besides we were on vacation,0,0,1,0,0
i love this cozy around the way rest,0,0,0,0,1
quality of food is excellent and price is cheap stick to pork fish chicken lamb and vegetables,0,1,0,1,0
dont leave without trying one night in tokyo,0,0,1,0,0
save yourself the time and trouble and skip this one,0,0,1,0,0
this is my favorite italian restaurant in all of new york city,0,0,1,0,0
the place is a little tight and on a cold day the seating by the entranceway can be pretty drafty,0,0,0,0,1
the appetizing is excellent  just as good as zabars barney greengrass at a reasonable price if bought by the pound,0,1,0,1,0
but they were too big for the bun,0,1,0,0,0
the food is fresh delicious and reasonably priced,0,1,0,1,0
raga stands out with an interesting fusion of french and indian cooking,0,1,0,0,0
a few tips skip the turnip cake roast pork buns and egg custards,0,1,0,0,0
the bagels are fabulous,0,1,0,0,0
oh yes and they lie on the phone claiming they have seating in the garden then of course the seats are not available,1,0,0,0,0
although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat,1,0,0,0,1
the food was very good a great deal and the place its self was great,0,1,0,0,1
the food options rule,0,1,0,0,0
a great choice at any cost and a great deal,0,0,1,1,0
anybody who likes this place must be from a different planet where greasy dry and tasteless are complimentary,0,1,0,0,0
we ate here in march 2006 and ordered the pretheatre 3course dinner with wine flight,0,1,0,0,0
definately check it out,0,0,1,0,0
probably much busier for lunch its seldom crowded for dinner too close to downtown,0,0,0,0,1
their calzones are horrific bad vomitinducing yuck,0,1,0,0,0
it takes forever to get a drink and they almost always forget to bring something although they dont forget to charge you for it,1,0,0,0,0
the place itself is beautiful the bar scene seems to be happening,0,0,0,0,1
saturday nov 6th i had a group from work come in with about 35 people and the staff was amazing to accomodate us,1,0,0,0,0
good spreads great beverage selections and bagels really tasty,0,1,0,0,0
first the waiter who served us neglected to fill us in on the specials which i would have chosen had i known about them,1,0,0,0,0
we will be back,0,0,1,0,0
also top the meal with a delicious and perfect slice of tiramisu,0,1,0,0,0
it seems like this is a place the locals like and the people working here liked it too,0,0,1,0,0
check out the secret back room,0,0,0,0,1
its also attached to angels share which is a cool more romantic bar,0,0,0,0,1
authentic food and they have real service not just the rush you get sometimes when they try to push you out the door,1,1,0,0,0
stick to the gulab jamun,0,1,0,0,0
i am amazed by the poor reviews i find this place to be standout italian in an area flooded with italian great prices great atmosphere good service and a wonderful wine list,1,1,0,1,1
i was backtoback with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again,1,0,0,0,1
with the theater 2 blocks away we had a delicious meal in a beautiful room,0,1,0,0,1
i was a little leary about marys at first  its small crowded and you usually have to wait on line  but im glad i finally tried it,0,0,1,0,1
we were not dissappointed in the least bit by this little gem,0,0,1,0,0
also very inexpensive,0,0,0,1,0
weve only eaten in the restaurant once but we have ordered many times for dinner,0,0,1,0,0
i got enough reasons to keep coming back,0,0,1,0,0
by far this is the only chinese desserts place i know in ny or anywhere close in the northeastern america that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar,0,1,0,0,0
the food is great and reasonably priced,0,1,0,1,0
the characters really make for an enjoyable experience,0,0,0,0,1
i would definitely recommend sea if you like thai cuisine,0,1,0,0,0
over the years the host vittorio and his crew have always treated me as familyalthough with all the business this notsolittle gem does it amazing hes even able to remember a consistent but notsofrequent visitor,1,0,0,0,0
the restuarant itself is not large but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic taiwanese,0,1,0,1,1
my husband said he couldve eaten several more the portion was fine for me he even exclaimed that the french fries were the best he has had,0,1,0,0,0
you cannot go wrong with this place,0,0,1,0,0
it is the type of place to run into old friends and have a late raucus dinner,0,0,1,0,0
the food is delicious  from the specials to the regular menufare the dishes are never a disappointment,0,1,0,0,0
prices are in line,0,0,0,1,0
the combination of fresh tomato sauce fresh mozz cheese basil and the dough they make with imported flour makes this is one of the better pizzas in ny,0,1,0,0,0
the food is prepared quickly and efficiently,0,1,0,0,0
and for this i had to shell out a small fortune,0,0,0,1,0
for all of you new to indian food try the paneer roll it is a piece of heaven,0,1,0,0,0
the food looked very appetizing and delicious since it came on a variety of fancy plates,0,1,0,0,0
both the fresh mozzerella slices and the plain cheese slice are phenomenal,0,1,0,0,0
i have tried literally every restaurant on curry row,0,0,1,0,0
the food is terrible and overall i would have to say avoid at all costs,0,1,0,0,0
ive been to this monster sushi twice the 46th st once the 23rd st one a number of times,0,0,1,0,0
unfortunately the food was not something to get worked up about,0,1,0,0,0
its constantly open catering to the pakistani cabbies lined up on crosby st so theres more turnover with the food than youd expect ie surprisingly fresh,0,1,0,0,1
i had filet mignon with garlic mash,0,1,0,0,0
i went at 600 pm specifically for the pretheater menu 1995 for roasted tomato soup with chevre steak frites creme brulee and it was marvelous,0,1,0,1,0
the waitstaff were attentive polite and helpful  an impressive feat in such close quarters,1,0,0,0,0
go inside and you wont want to leave,0,0,1,0,0
i loving bringing friends here  and i do so every chance i get,0,0,1,0,0
 the bread at the beginning is super tasty and makes you want more  the pizza is delicious and comes in personal sizes however be warned that the peters favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top like a salad,0,1,0,0,0
yes the prices are high but i felt it was worth it,0,0,0,1,0
the large selection of bruschettas paninis tramezzinis keep the palate from stagnating,0,1,0,0,0
have always found that the waiters will go out of their way to be helpful despite the fact they are often busy with lots of diners,1,0,0,0,0
while this isnt classical restaurant fare the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burnouts,0,1,0,0,0
the owner truly caters to all your needs,1,0,0,0,0
he takes real pride in his food and his business,1,1,0,0,0
every time in new york i make it a point to visit restaurant saul on smith street,0,0,1,0,0
my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent,0,0,1,0,0
so if you want a nice enjoyable meal at montparnasse go early for the pretheater prixfixe,0,1,0,1,0
over the years it has always provided a pleasurable dining experience with quality food and wine,0,1,0,0,0
i would go back tho,0,0,1,0,0
the photobook menu was a cute touch certainly helped my group and i pick the fried chicken pork chop and noodle dishes that we all ordered,0,1,0,0,0
too large for just two people but nothing was left,0,1,0,0,0
i cannot imagine better indian food in all of the city,0,1,0,0,0
great romantic place for a date try to get the corner booth table for a little privacy and to sit close,0,0,0,0,1
a pleasant surprise,0,0,1,0,0
i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere,1,0,0,0,0
if you dont mind all that noise then go to the chart house,0,0,0,0,1
we got most of it back at home with us,0,0,1,0,0
get there before 7pm,0,0,1,0,0
very good breads as well,0,1,0,0,0
if this happens just ask for real naan,0,0,1,0,0
we were fans of the halfprice saturday night option until some inedible squid during a recent visit,0,1,0,1,0
so if yo really dont care who is sittingnext to you which is about 2 inches away i would say try it,0,0,0,0,1
pizza is terrific as is homemade pasta,0,1,0,0,0
definitely a neighborhood favorite,0,0,1,0,0
this is a wonderful place on all stand points especially value ofr money,0,0,0,1,0
my first encounter happened one friday evening with a friend,0,0,1,0,0
example is the soup which was about 6 oz for 12 dollars and the mushrooms where 12 for about 1oz,0,0,0,1,0
service is not exactly five star but thats not really a big deal,1,0,0,0,0
there are other people waiting,1,0,0,0,0
from beginning appetizers the scallops were incredible to the delicious chocolate souffle with rasberry mint sorbet we were delighted by the taste sensations,0,1,0,0,0
ou must try this restaurant,0,0,1,0,0
we left never to return,0,0,1,0,0
consistently good japanese tapas,0,1,0,0,0
no apologies during restaurant week,0,0,1,0,0
my goodness everything from the fish to the rice to the seaweed was absolutely amazing,0,1,0,0,0
this place started off a little iffy but is now one of my favorite indian restaurants in nyc and im indian so i should know,0,0,1,0,0
they also do a great job for restaurant week,0,0,1,0,0
i went to this restaurant with a woman that i met recently,0,0,1,0,0
the dishes offered were unique very tasty and fresh from the lamb sausages sardines with biscuits large whole shrimp to the amazing pistachio ice cream the best and freshest ive ever had,0,1,0,0,0
this is where the aforementioned line was,0,0,1,0,0
the food is reliable and the price is moderate,0,1,0,1,0
aside from the bearded courdoroy blazer professor type with the nyu student hes sleeping with that week you see a strange mix of hipsters frat boys will smith types who need to be told they are black bitter cougars who cant understand why they arent married yet,0,0,0,0,1
while the ambiance and atmosphere were great the food and service could have been a lot better,1,1,0,0,1
we always go there on the weekends and leave extremely full and satisfied,0,0,1,0,0
i dont how this place is still running,0,0,1,0,0
the server was really cool and served us our food and drinks with a smile,1,0,0,0,0
we were in search of food and stumbled on this block of indian restaurants on east sixth street,0,0,1,0,0
planet thailand has always been a hit with me  i go there usually for the sushi which is great  the thai food is excellent too ,0,1,0,0,0
very excited to hear that shortterm chef jason narone has moved on he truly was a low point of their sterling track record,0,0,1,0,0
excellent experience,0,0,1,0,0
well worth the trip close to city hall and downtown subway stops,0,0,1,0,0
i had to share my table with a loud group of kids and the service was rude an unattentive,1,0,0,0,1
what more could you want,0,0,1,0,0
if you are the type of person who likes being scared and entertained this is a great place to go and eat,0,0,1,0,0
all in all i dont see how you can go wrong,0,0,1,0,0
the sauce on the pizza is sooo good with garlic and fresh tomatoes and they dont skimp,0,1,0,0,0
we recently decided to try this location and to our delight they have outdoor seating perfect since i had my yorkie with me,0,0,0,0,1
my husband had the mesclun salmon and ice cream and he enjoyed all 3 courses,0,1,0,0,0
we were told that the wait was about twenty minutes and there would be no problem for our 800 pm curtain call,0,0,1,0,0
the food is usually good but it certainly isnt a relaxing place to go,0,1,0,0,1
im told that it is open 24hrs which is good,0,0,1,0,0
super friendly and knowledgable staff fabulous bistro fare and a wonderful jazz brunch with great live jazz the chilaquiles were awesome,1,1,0,0,1
the prices were fantastic,0,0,0,1,0
what a great place,0,0,1,0,0
still any quibbles about the bill were offset by the pouryourown measures of liquers which were courtesey of the house,0,1,0,1,0
the table service could have been a little more attentive but as someone who also works in the service industry i understood they were busy,1,0,0,0,0
its not mindblowing but to me thai food never is and never will be,0,1,0,0,0
food was very good as well considering that we tried the budget selection though i wish the pork belly that i ordered was roasted a bit longer so that fat was more of a meltinyourmouth experience,0,1,0,0,0
although one night we went it was super cheesy and another night it was less cheesy,0,1,0,0,0
even though it is a little loud you dont have to yell at each other to talk,0,0,0,0,1
ive been to sapphire twice and both times the food was fine if not good,0,1,0,0,0
it is kinda nosiy and the tables are close together but its still a beautiful place to enjoy a nice dinner,0,0,0,0,1
was surprisingly disappointed,0,0,1,0,0
i love the fact that the pizza tastes so good and is so cheap,0,1,0,1,0
nicky the nose at the bar is a treat,1,0,0,0,0
i went to ruby foos after work with a group of 6,0,0,1,0,0
im amazed we havent been kicked out of this place yet,0,0,1,0,0
service was prompt friendly and great,1,0,0,0,0
i havent eat a lamb chop as delicious as thatthe salads are really nice dressed with lemon and extra virgnin olive oil,0,1,0,0,0
the sushi was awful,0,1,0,0,0
katzs has been a nyc original for over 100 years,0,0,1,0,0
you can get an excellent meal at most of the many indian restaurants on nearby lexington avenue for the cost of one the dainty dishes here,0,0,0,1,0
the pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down it was a pleasurable experience,0,1,0,0,0
the plain pizza was soggy and the creative wild mushroomthird generationfornini pizza we had was drenched with truffle oil in the middle again making it soggy and nothingon the rest,0,1,0,0,0
late nite omelletes are not good here there is no variety,0,1,0,0,0
everything at sala thai is tasty and wellportioned,0,1,0,0,0
after all that they complained to me about the small tip,1,0,0,0,0
its a great place to pick up a cheap lunch or dinner,0,0,0,1,0
behind this counter two men are squeezed in,0,0,0,0,1
great find,0,0,1,0,0
if only they delivered theyd make a mint,0,0,1,0,0
whenever you need a sushi fix mizu will be there with quality fish and great service,1,1,0,0,0
our waitress was sweet and accomodating not overbearing,1,0,0,0,0
went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them,1,0,0,0,0
i was really disappointed ant wanted to tell everyone not to go eat or even take out food from there,0,0,1,0,0
the website and rating makes this place look wonderful but in reality it was very disappointing,0,0,1,0,1
despite a slightly limited menu everything prepared is done to perfection ultra fresh and a work of food art,0,1,0,0,0
the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful,0,0,0,0,1
a large is 20 and toppings are about 3 each,0,0,0,1,0
in any event this is a place ill be sure to stop by again when im in this part of town,0,0,1,0,0
i definitely wouldnt go back,0,0,1,0,0
it is not worth for that bucks,0,0,0,1,0
brick oven gallery is my pick for best pizza restaurant anywhere,0,0,1,0,0
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening,1,1,0,1,0
for many people this may not seem like aunthentic thai food because most places in nyc arent quite authentic,0,1,0,0,0
growing up in ny i have eaten my share of bagels,0,0,1,0,0
oh dont even let me start with how expensive the bills were,0,0,0,1,0
a hearty two thumbs up,0,0,1,0,0
the scallion pancakes and fried dumplings were nothing out of the ordinary,0,1,0,0,0
all the appetizers and salads were fabulous the steak was mouth watering and the pasta was delicious,0,1,0,0,0
besides having the table we had been promised given to other restaurant patrons twice before we were actually seated we were served dishes we hadnt ordered three times received one of our orders 20 minutes after the rest of the table had been served and that order was undercooked and charged 45 more than we should have been on our bill,1,0,0,1,0
service is top notch,1,0,0,0,0
the food now is inconsistent,0,1,0,0,0
all pretty good,0,0,1,0,0
you can also special order any kind of dumplingetc,0,0,1,0,0
you guys rock,0,0,1,0,0
chance is a joke,0,0,1,0,0
i was pretty much full after our fondue appetizer,0,1,1,0,0
be careful before you request extra spice,0,1,0,0,0
the octopus eaters were floored by the octopus salad,0,1,0,0,0
we thought that this place is using too much of msg cooking in the foods,0,1,0,0,0
i was at raos last wed,0,0,1,0,0
and the tom kha soup was pathetic,0,1,0,0,0
i started out with a bombay beer which was big enough for two,0,1,0,0,0
the decor is vibrant and eyepleasing with several semiprivate boths on the right side of the dining hall which are great for a date,0,0,0,0,1
service was quick,1,0,0,0,0
tends to turn people away,0,0,1,0,0
we thought this a prelude to what the evening will be like,0,0,1,0,0
i was turned on to this restaurant by a fellow foodie friend of mine and have been going back regularly ever since,0,0,1,0,0
drawbacks service is slow and they dont toast,1,0,0,0,0
went there for an office lunch,0,0,1,0,0
i have been doing all of the above at the heartland brewery for over 5 years now and i have never been disappointed,0,0,1,0,0
everytime i decide to try another place on the ues i get angry that i didnt just go to zucchero pomodori,0,0,1,0,0
the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable,0,1,0,0,0
weve been following chef lyles food around new york for 15 years and while remaining classic his innovations with bistro fare have made us return and return,0,1,0,0,0
the best thing i tasted were the lambchops,0,1,0,0,0
its delicious,0,1,0,0,0
the spicy tuna and salmon are the best weve ever had,0,1,0,0,0
even though its good seafood the prices are too high,0,1,0,1,0
in addition the food is very good and the prices are reasonable,0,1,0,1,0
upon entering we were greeted by the owners steven and frederick who went out of their way to be more than gracious hosts,1,0,0,0,0
if you live outside the neighborhood dont bother,0,0,1,0,0
been going here since it opened have seen the quality value decrease considerably,0,0,1,0,0
meat dishes now adorn the selections although theres still a large number of vegetarianfriendly choices,0,1,0,0,0
i never had anything i didnt like here,0,0,1,0,0
reasonable prices,0,0,0,1,0
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration,1,0,0,0,0
try the crunchy tuna it is to die for,0,1,0,0,0
it wont break the bank but i also wouldnt come back for the food,0,1,0,1,0
all in all this midtown gem instantly became one of my favorite sushi restaurants in the city,0,0,1,0,0
ive been to joya twice and i will never go again,0,0,1,0,0
so rushing us out was absolutely unnecessary,0,0,1,0,0
however it is the only taiwanese restaurant in town,0,0,1,0,0
it is a lot of fun with live entertainment and all kinds of disney type special effects,0,0,0,0,1
if youre looking for perfect traditional sushi go here  if youre looking for interesting combinations try sushi of garis east side,0,1,0,0,0
no refills on fountain drinks though,0,1,0,0,0
wow over 100 beers to choose from,0,1,0,0,0
be careful of portions  theyre huge,0,1,0,0,0
the steak tartare is a great bet they fix it for you at the table,0,1,0,0,0
my first time there i happened not to like the crab croquette apt that i ordered and they were happy to change it for me without making no big deal,1,1,0,0,0
great for large groups and celebrations  our super happy waiter was the entertainment of the evening,1,0,1,0,0
did i mention the wine,0,1,0,0,0
plus on wednesday nights the house wine is unlimited,0,1,0,0,0
it is by far my favorite restaurant in brooklyn,0,0,1,0,0
now its so crowded and loud you cant even talk to the person next to you,0,0,0,0,1
love pizza 33,0,0,1,0,0
even my indian friend couldnt believe how good and tasty everything was,0,1,0,0,0
im from england and harus was the best i had in nyc,0,0,1,0,0
less  more in their case,0,0,1,0,0
ruby foos is a tourist trap,0,0,1,0,0
ive been here a couple of times and have not been impressed,0,0,1,0,0
ive been many time and have never been disappointed,0,0,1,0,0
ciao bella,0,0,1,0,0
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan,1,1,0,0,0
the dim sum servings here are a bit larger than im used to,0,1,0,0,0
however in the summer of 2003 it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup,1,0,0,0,1
we wont go to this place again for a good meal,0,1,0,0,0
its a much more grown up restaurant compared to the rest of the street,0,0,0,0,1
barbecued codfish was gorgeously moist  as if poached  yet the fabulous texture was let down by curiously bland seasoning  a spice rub might have overwhelmed however herb mix or other sauce would have done much to enhance,0,1,0,0,0
we were treated with attitude ever since the moment we stepped into the restaurant,1,0,0,0,0
after dinner take your date to the huge dance floor probably one of the biggest youll see in ny,0,0,0,0,1
taj mahal offeres gret value and great food,0,1,0,1,0
has the chef and owner changed,1,0,0,0,0
my boyfriend and i recently had an early dinner at artisanal and was satisfied with our experience,0,0,1,0,0
i absolutely loved this place,0,0,1,0,0
i wish i lived there as i would eat at this place as often as possible,0,0,1,0,0
but dont ever order bacon late at nite either platter or in sandwiches for that matter dont from any take out place as it is from the morning frying turns out hard almost like bacos hurt my molars,0,1,0,0,0
outstanding bagels but you get what you pay for,0,1,0,1,0
pizza  the only pizza in nyc that should not have additional toppings  the crust tastes like the best freshly baked bread,0,1,0,0,0
if youre in town its worth searching for another place,0,0,1,0,0
i have tried the various slice joints around the village but this is by far the best one,0,0,1,0,0
i found it on a cold night the perfect spot to warm up,0,0,0,0,1
they even have a section in the menu called american chinese food,0,1,0,0,0
service was warm and attentive beef carpaachio was exellent huge portion and pasta was fresh and wellprepared,1,1,0,0,0
kalbi and nebbiolo do work together,0,1,0,0,0
best italian food i ever had and being italian that means alot,0,1,0,0,0
i will recommend scopa to all of my friends for a place to go for wonderful italian food,0,1,0,0,0
located at the end of a magnificent block,0,0,0,0,1
this restaurant is not worth the time effort or money to say the least,0,0,1,1,0
looking around i saw a room full of new yorkers enjoying a real meal in a real restaurant not a clubhouse of the fabulous trying to be seen,0,1,0,0,1
keep up the good work guys,0,0,1,0,0
hurleys is terrific,0,0,1,0,0
they dont walk around with the trays of dim sum,0,0,0,0,1
took my sister here before attending a show one evening,0,0,1,0,0
great bar most gorgeous bartenders youve ever seen specifically the blond lady,1,0,0,0,0
we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order,1,0,0,0,0
really,0,0,1,0,0
i really loved the different and inovated touch thats the cheff gives to the food,0,1,0,0,0
our friends have not arrived yet,0,0,1,0,0
they came out over cooked and the cheese was almost non existant,0,1,0,0,0
i had a terrific meal and our server guided us toward a very nice wine in our price range instead of allowing us to purchase a similarly priced wine that wasnt as good,1,1,0,0,0
the svc can be a bit rude at times esp if you have big group but overall the restaurant is a must,1,0,1,0,0
my husband and i thougt it would be great to go to the jekyll and hyde pub for our anniversary and to our surprise it was fantastic,0,0,1,0,0
never once did i leave feeling unwelcome or impressed,0,0,1,0,0
the food is good especially their more basic dishes and the drinks are delicious,0,1,0,0,0
but the main hit was the whole grilled fish,0,1,0,0,0
i had the tuna tartare with sake mushroom ravioli with pinot noir and the chocolate sampler with a dessert wine for 49,0,0,0,1,0
on a hot day it was fabulous to stop in and enjoy lunch,0,0,1,0,0
the food is delicious and beautifully prepared along with the friendly and personable service,1,1,0,0,0
i usually go there later at night when i get off work so i dont have to deal with crowds or lines,0,0,1,0,0
pizza here is consistently good,0,1,0,0,0
we had a great tiem watching the shows and characters and ar food was just what we were looking for,0,1,0,0,1
after 2 tries by the waiter to take it away we hadnt even looked at it yet we had full beers yet to drink the manager approached and told us they needed the table for people with reservations,1,0,0,0,0
wouldnt recomend it for dinner,0,0,1,0,0
sauce was watery and the food didnt have much flavor,0,1,0,0,0
my husband and i enjoy sangria,0,1,0,0,0
but after last night spice grill is the only place im eating indian cuisine,0,1,0,0,0
we both opted for a pasta dish and they were served timely and fresh,1,1,0,0,0
first the wrong bread came out with the appetizer then when i tried to order a second glass of wine for my main course,1,0,0,0,0
not sure where the previous reviewer lonk dined but saul is in a great neighborhood and has great food,0,1,0,0,1
in an area sadly lacking in decent thai food this is one of the best spots,0,1,0,0,0
tell them herky sent you and get a free confused look from the waiter,0,0,1,0,0
make reservations but expect to be delayed 1520 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square,1,0,0,0,0
the food was average or above including some surprising tasty dishes,0,1,0,0,0
they dont seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai,0,1,0,0,0
other apetizers and food,0,1,0,0,0
the noodle and rices dishes taste great,0,1,0,0,0
the foods as good as ever,0,1,0,0,0
the crust is thin the ingredients are fresh and the staff is friendly,1,1,0,0,0
your friends will thank you for introducing them to this gem,0,0,1,0,0
also a little more expensive than your average bagel place,0,0,0,1,0
the food was undercookedthe sauce watery and the vegetables raw,0,1,0,0,0
and the fried clams had just enough kick to them to make em worth eating,0,1,0,0,0
the sauces used are also not that exciting,0,1,0,0,0
the secret is the lunch menu which offers a complimentary appetizer with every entree ordered,0,1,0,0,0
i absolutely love this place,0,0,1,0,0
the rice was poor quality and was cooked so badly it was hard,0,1,0,0,0
we had champagne and caviar and felt like princesses,0,1,0,0,0
the shrimp scampi was excellent and the antipasti were plentiful,0,1,0,0,0
i am surprised to say the least and find such practice not worth the effort,0,0,1,0,0
when my dessert came there was a candle in it  not because anyone asked for one  but because the waiter must have seen me opening my birthday card and gift and said he knew it was a special occassion of some sort,1,0,0,0,0
i got the 10 10piece dim sum combo every bite of which was great,0,1,0,1,0
there are other vietnamese restaurants in the chinatown area and you can forget about those,0,0,1,0,0
there is also very limited seating and there can be a substantial wait in getting food at peak times,1,0,0,0,1
if its just a quick martini at the bar which i recommend jefferys or a mind blowing roast chicken go to village,0,1,0,0,0
no thanks,0,0,1,0,0
there was a long wait for a table outside but it was a little too hot in the sun anyway so our insde table was very nice,1,0,0,0,0
i would definently recommend this restaurant,0,0,1,0,0
the prices are wonderfully low,0,0,0,1,0
if you like spicy food get the chicken vindaloo,0,1,0,0,0
i love this place,0,0,1,0,0
i have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials,0,1,0,1,0
so much more than the usual bar food go there to enjoy the menu while sampling one of their handcrafted beers,0,1,0,0,0
a big disappointment all around,0,0,1,0,0
and its absolutely delicious,0,1,0,0,0
no free drink,0,0,0,1,0
i would say that all was fine and tasty but the heaviness on my stomach someting that i cant not mention or undermine,0,1,0,0,0
this is my first time writing a review for a restaurant because the food and service was excellent,1,1,1,0,0
definitely highly not recommended,0,0,1,0,0
while they keep the capex to a minimum they do put some cash into the bagels because they among the best in the city,0,1,0,1,0
i had a huge group for my birthday and we were well taken care of,1,0,0,0,0
the two star chefs left quite some time ago to open their own place,0,0,1,0,0
dont waste money on decor,0,0,0,0,1
they also have a back garden open in the summer  cute and french with outdoor seating  what more could you ask for,0,0,0,0,1
go to any corned indian restaurant and the little india strip along east 6 st rules supreme,0,0,1,0,0
i have never before eaten 40 pieces of relatively good nigiri,0,1,1,0,0
given the incredible architecture surrounding it this place has no character,0,0,0,0,1
id call it an italian dinner,0,0,1,0,0
my first time here was with my gf for our 12 month anniversary,0,0,1,0,0
while the place is not a hotspot hangout the drinks are unique and pack a lot of bang for the buck,0,1,0,1,1
i have walked by this place for eons and finally went thanks to a girls night,0,0,1,0,0
have frequented ino for several years and the food remains excellent,0,1,1,0,0
their eggplant is so delicate sweet tender,0,1,0,0,0
i pray it stays open forever,0,0,1,0,0
each bite of food at kai was indeed delicious fresh and elegant,0,1,0,0,0
all the food was excellent  considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it,0,1,0,1,0
if you want to save some money dont go here,0,0,0,1,0
my friend got the mushroom pizza which tasted better,0,1,0,0,0
i had the cod with paella spicy and very filling im a big eater and could only eat half while my boyfriend had the classic fish and chips again a big serving  at least 5 pieces of fish and a basketful of fries,0,1,0,0,0
